transaction_id,ts,hour,user_id,amount,merchant,is_new_device,is_new_location,merchant_risk,txn_freq_1h,decision,risk_score,reasons,label
TXN_100016,2026-09-20 07:32:54,7,U9479,55.81,Zomato,0,0,0.05,0,REAL,0.05,No strong risk signals detected,0
TXN_100017,2026-09-19 20:21:48,20,U4750,2437.36,Amazon Pay,0,0,0.05,0,REAL,0.05,No strong risk signals detected,0
TXN_100018,2026-09-20 01:53:05,1,U8744,1784.4,IRCTC,0,0,0.05,0,REAL,0.15,Unusual time pattern (late night),0
TXN_100019,2026-09-20 05:31:56,5,U1887,564.16,BigBasket,0,0,0.05,1,REAL,0.05,No strong risk signals detected,0
TXN_100020,2026-09-20 12:49:17,12,U8350,4309.52,Swiggy,0,0,0.05,0,REAL,0.05,No strong risk signals detected,0
TXN_100021,2026-09-20 01:55:48,1,U9856,2417.16,Flipkart,0,0,0.05,0,REAL,0.15,Unusual time pattern (late night),0
TXN_100022,2026-09-20 06:04:48,6,U3697,3489.03,Paytm,0,0,0.08,2,REAL,0.05,No strong risk signals detected,0
TXN_100023,2026-09-19 19:11:16,19,U8973,304.68,PhonePe,0,0,0.05,0,REAL,0.05,No strong risk signals detected,0
TXN_100024,2026-09-20 00:31:19,0,U9701,1191.32,BookMyShow,0,0,0.1,0,REAL,0.15,Unusual time pattern (late night),0
TXN_100025,2026-09-20 15:05:15,15,U5033,1037.21,Amazon Pay,0,0,0.05,1,REAL,0.05,No strong risk signals detected,0
TXN_100026,2026-09-19 20:41:36,20,U5351,3113.37,BigBasket,0,0,0.05,0,REAL,0.05,No strong risk signals detected,0
TXN_100027,2026-09-20 00:55:47,0,U9808,1860.24,PhonePe,0,0,0.05,0,REAL,0.15,Unusual time pattern (late night),0
TXN_100028,2026-09-20 13:32:58,13,U9900,2781.92,Myntra,0,0,0.05,0,REAL,0.05,No strong risk signals detected,0
TXN_100029,2026-09-19 21:54:55,21,U3200,3593.71,Flipkart,0,0,0.05,0,REAL,0.05,No strong risk signals detected,0
TXN_100030,2026-09-20 12:18:11,12,U5325,4150.15,PhonePe,0,0,0.05,0,REAL,0.05,No strong risk signals detected,0
TXN_100031,2026-09-20 18:01:30,18,U3143,577.13,PhonePe,0,0,0.05,1,REAL,0.05,No strong risk signals detected,0
TXN_100032,2026-09-19 20:04:42,20,U9938,5596.84,Unknown Merchant,0,1,0.9,1,REVIEW,0.45,New device / location|Suspicious merchant category (gambling/high-risk),0
TXN_100033,2026-09-20 17:04:29,17,U4441,19989.55,BigBasket,0,0,0.05,1,REAL,0.05,No strong risk signals detected,0
TXN_100034,2026-09-20 11:06:41,11,U3900,4323.04,Amazon Pay,0,0,0.05,1,REAL,0.05,No strong risk signals detected,0
TXN_100035,2026-09-20 11:44:41,11,U2771,4106.27,Amazon Pay,0,0,0.05,2,REAL,0.05,No strong risk signals detected,0
TXN_100036,2026-09-20 11:47:50,11,U4164,2556.84,PhonePe,0,0,0.05,0,REAL,0.05,No strong risk signals detected,0
TXN_100037,2026-09-19 21:08:17,21,U6425,2990.92,Flipkart,0,0,0.05,0,REAL,0.05,No strong risk signals detected,0
TXN_100038,2026-09-20 07:15:01,7,U6139,3549.75,BookMyShow,0,0,0.1,0,REAL,0.05,No strong risk signals detected,0
TXN_100039,2026-09-20 18:27:52,18,U9821,3323.67,BigBasket,0,0,0.05,1,REAL,0.05,No strong risk signals detected,0
TXN_100040,2026-09-20 15:14:54,15,U5920,975.36,BigBasket,0,0,0.05,0,REAL,0.05,No strong risk signals detected,0
TXN_100041,2026-09-19 21:37:08,21,U3851,2160.84,PhonePe,0,0,0.05,0,REAL,0.05,No strong risk signals detected,0
TXN_100042,2026-09-20 00:23:10,0,U6279,1433.26,IRCTC,0,0,0.05,0,REAL,0.15,Unusual time pattern (late night),0
TXN_100043,2026-09-19 21:21:12,21,U6491,250.14,Zomato,0,0,0.05,0,REAL,0.05,No strong risk signals detected,0
TXN_100044,2026-09-20 03:21:57,3,U2193,1235.04,BigBasket,0,0,0.05,1,REAL,0.15,Unusual time pattern (late night),0
TXN_100045,2026-09-19 22:17:51,22,U2746,1261.01,Zomato,0,0,0.05,2,REAL,0.05,No strong risk signals detected,0
TXN_100046,2026-09-20 15:32:43,15,U8612,3601.98,BookMyShow,0,0,0.1,2,REAL,0.05,No strong risk signals detected,0
TXN_100047,2026-09-20 02:33:58,2,U9976,4202.52,Swiggy,0,0,0.05,0,REAL,0.15,Unusual time pattern (late night),0
TXN_100048,2026-09-20 10:12:02,10,U9540,1692.52,Zomato,0,0,0.05,0,REAL,0.05,No strong risk signals detected,0
TXN_100049,2026-09-20 01:56:43,1,U3471,2340.3,Swiggy,0,0,0.05,1,REAL,0.15,Unusual time pattern (late night),0
TXN_100050,2026-09-20 17:47:58,17,U7883,4714.85,Myntra,0,1,0.05,1,REAL,0.2,New device / location,0
TXN_100051,2026-09-20 09:13:27,9,U7865,2190.46,BookMyShow,0,0,0.1,2,REAL,0.05,No strong risk signals detected,0
TXN_100052,2026-09-20 18:37:30,18,U7624,2967.63,IRCTC,0,0,0.05,0,REAL,0.05,No strong risk signals detected,0
TXN_100053,2026-09-19 22:00:46,22,U8022,1647.69,IRCTC,0,0,0.05,1,REAL,0.05,No strong risk signals detected,0
TXN_100054,2026-09-20 06:44:03,6,U7906,37248.61,Flipkart,0,0,0.05,0,REAL,0.17,No strong risk signals detected,0
TXN_100055,2026-09-19 22:57:02,22,U1659,2378.33,Zomato,0,1,0.05,0,REAL,0.2,New device / location,0
TXN_100056,2026-09-20 15:25:38,15,U8619,835.55,Google Pay,0,0,0.05,0,REAL,0.05,No strong risk signals detected,0
TXN_100057,2026-09-20 09:55:14,9,U1420,1007.68,Myntra,0,0,0.05,1,REAL,0.05,No strong risk signals detected,0
TXN_100058,2026-09-20 00:16:58,0,U4978,2838.34,PhonePe,0,0,0.05,0,REAL,0.15,Unusual time pattern (late night),0
TXN_100059,2026-09-20 17:39:17,17,U8018,545.58,Flipkart,0,0,0.05,1,REAL,0.05,No strong risk signals detected,0
TXN_100060,2026-09-20 07:20:54,7,U8532,4599.7,Paytm,0,0,0.08,0,REAL,0.05,No strong risk signals detected,0
TXN_100061,2026-09-20 03:32:24,3,U5397,2334.25,Zomato,0,0,0.05,2,REAL,0.15,Unusual time pattern (late night),0
TXN_100062,2026-09-19 23:19:27,23,U6511,13228.74,Unknown Merchant,1,1,0.9,2,FRAUD,0.75,Unusual time pattern (late night)|New device / location|Suspicious merchant category (gambling/high-risk),1
TXN_100063,2026-09-19 20:05:34,20,U1166,1216.81,Zomato,0,0,0.05,2,REAL,0.05,No strong risk signals detected,0
TXN_100064,2026-09-20 03:20:06,3,U9041,2916.15,Amazon Pay,0,0,0.05,0,REAL,0.15,Unusual time pattern (late night),0
TXN_100065,2026-09-20 03:26:18,3,U6632,1168.08,BookMyShow,0,0,0.1,0,REAL,0.15,Unusual time pattern (late night),0
TXN_100066,2026-09-19 19:49:31,19,U2958,4883.5,Swiggy,0,0,0.05,0,REAL,0.05,No strong risk signals detected,0
TXN_100067,2026-09-20 02:23:33,2,U2647,650.38,PhonePe,0,0,0.05,0,REAL,0.15,Unusual time pattern (late night),0
TXN_100068,2026-09-20 17:58:16,17,U5786,2878.84,Swiggy,0,0,0.05,0,REAL,0.05,No strong risk signals detected,0
TXN_100069,2026-09-20 03:31:23,3,U6582,2015.52,Amazon Pay,0,0,0.05,0,REAL,0.15,Unusual time pattern (late night),0
TXN_100070,2026-09-20 16:25:11,16,U1878,3826.93,Myntra,0,0,0.05,0,REAL,0.05,No strong risk signals detected,0
TXN_100071,2026-09-19 23:23:01,23,U4697,3112.72,Paytm,0,0,0.08,1,REAL,0.15,Unusual time pattern (late night),0
TXN_100072,2026-09-19 23:14:45,23,U4404,799.53,PhonePe,0,0,0.05,0,REAL,0.15,Unusual time pattern (late night),0
TXN_100073,2026-09-20 05:33:07,5,U8699,1182.45,Zomato,0,0,0.05,2,REAL,0.05,No strong risk signals detected,0
TXN_100074,2026-09-20 10:11:01,10,U4241,375.62,BookMyShow,0,0,0.1,0,REAL,0.05,No strong risk signals detected,0
TXN_100075,2026-09-20 13:11:32,13,U5728,2479.1,IRCTC,0,0,0.05,0,REAL,0.05,No strong risk signals detected,0
TXN_100076,2026-09-20 16:23:49,16,U8078,48529.86,Myntra,0,0,0.05,0,REAL,0.17,No strong risk signals detected,0
TXN_100077,2026-09-20 10:25:49,10,U3870,2468.79,BigBasket,0,0,0.05,1,REAL,0.05,No strong risk signals detected,0
TXN_100078,2026-09-20 16:31:29,16,U7690,1455.32,BigBasket,0,0,0.05,1,REAL,0.05,No strong risk signals detected,0
TXN_100079,2026-09-20 06:09:03,6,U1601,4128.14,Google Pay,0,0,0.05,1,REAL,0.05,No strong risk signals detected,0
TXN_100080,2026-09-20 18:18:56,18,U9889,3804.75,Amazon Pay,0,0,0.05,2,REAL,0.05,No strong risk signals detected,0
TXN_100081,2026-09-20 12:44:16,12,U3146,17177.43,IRCTC,0,0,0.05,0,REAL,0.05,No strong risk signals detected,0
TXN_100082,2026-09-20 11:16:41,11,U6091,604.98,BookMyShow,0,0,0.1,0,REAL,0.05,No strong risk signals detected,0
TXN_100083,2026-09-20 14:29:52,14,U5781,2765.3,PhonePe,0,0,0.05,2,REAL,0.05,No strong risk signals detected,0
TXN_100084,2026-09-20 06:48:53,6,U9327,3942.83,Swiggy,0,0,0.05,1,REAL,0.05,No strong risk signals detected,0
TXN_100085,2026-09-20 10:09:51,10,U5634,2432.02,Myntra,0,0,0.05,0,REAL,0.05,No strong risk signals detected,0
TXN_100086,2026-09-20 08:26:03,8,U9903,1183.14,Google Pay,0,0,0.05,0,REAL,0.05,No strong risk signals detected,0
TXN_100087,2026-09-20 05:59:31,5,U8749,204.36,Paytm,0,0,0.08,0,REAL,0.05,No strong risk signals detected,0
TXN_100088,2026-09-20 02:24:30,2,U2644,2061.69,IRCTC,0,0,0.05,0,REAL,0.15,Unusual time pattern (late night),0
TXN_100089,2026-09-19 22:52:47,22,U8692,4264.66,PhonePe,0,0,0.05,0,REAL,0.05,No strong risk signals detected,0
TXN_100090,2026-09-20 01:37:31,1,U8994,51136.82,Amazon Pay,0,0,0.05,0,REVIEW,0.45,High transaction amount (outlier detected)|Unusual time pattern (late night),0
TXN_100091,2026-09-20 05:55:03,5,U2646,1886.71,PhonePe,0,0,0.05,0,REAL,0.05,No strong risk signals detected,0
TXN_100092,2026-09-20 14:46:18,14,U7751,1219.33,Swiggy,0,0,0.05,1,REAL,0.05,No strong risk signals detected,0
TXN_100093,2026-09-20 00:52:37,0,U8555,3394.5,IRCTC,0,1,0.05,2,REAL,0.3,Unusual time pattern (late night)|New device / location,0
TXN_100094,2026-09-20 13:57:23,13,U6661,1524.57,PhonePe,0,0,0.05,0,REAL,0.05,No strong risk signals detected,0
TXN_100095,2026-09-20 06:07:21,6,U2747,4153.59,Myntra,0,0,0.05,0,REAL,0.05,No strong risk signals detected,0
TXN_100096,2026-09-20 06:44:51,6,U1803,1774.56,IRCTC,0,0,0.05,0,REAL,0.05,No strong risk signals detected,0
TXN_100097,2026-09-19 22:49:12,22,U5106,3238.78,BigBasket,0,0,0.05,0,REAL,0.05,No strong risk signals detected,0
TXN_100098,2026-09-20 09:11:23,9,U1546,678.16,Swiggy,0,0,0.05,1,REAL,0.05,No strong risk signals detected,0
TXN_100099,2026-09-20 01:05:28,1,U9697,1489.8,PhonePe,0,0,0.05,2,REAL,0.15,Unusual time pattern (late night),0
TXN_100100,2026-09-20 08:10:44,8,U8673,4026.85,Swiggy,0,0,0.05,1,REAL,0.05,No strong risk signals detected,0
TXN_100101,2026-09-20 07:56:01,7,U7464,41305.2,Betting App,1,1,0.9,8,FRAUD,0.92,New device / location|Suspicious merchant category (gambling/high-risk)|Frequent transactions in short time,1
TXN_100102,2026-09-19 22:38:45,22,U4830,3184.31,Myntra,0,0,0.05,0,REAL,0.05,No strong risk signals detected,0
TXN_100103,2026-09-20 04:03:07,4,U5951,29064.22,Flipkart,0,0,0.05,0,REAL,0.27,Unusual time pattern (late night),0
TXN_100104,2026-09-20 11:05:17,11,U3222,3638.46,Google Pay,0,0,0.05,1,REAL,0.05,No strong risk signals detected,0
TXN_100105,2026-09-20 05:20:45,5,U9017,1195.84,PhonePe,1,0,0.05,2,REAL,0.25,New device / location,0
TXN_100106,2026-09-20 07:55:08,7,U7018,4746.07,BigBasket,0,0,0.05,0,REAL,0.05,No strong risk signals detected,0
TXN_100107,2026-09-20 04:56:09,4,U4475,647.1,Myntra,0,0,0.05,1,REAL,0.15,Unusual time pattern (late night),0
TXN_100108,2026-09-20 00:48:47,0,U4394,4920.46,Zomato,0,0,0.05,0,REAL,0.15,Unusual time pattern (late night),0
TXN_100109,2026-09-20 14:27:35,14,U3858,98.59,Amazon Pay,0,0,0.05,0,REAL,0.05,No strong risk signals detected,0
TXN_100110,2026-09-20 10:58:43,10,U7897,1123.32,Flipkart,0,0,0.05,0,REAL,0.05,No strong risk signals detected,0
TXN_100111,2026-09-19 23:59:05,23,U9543,2142.84,BigBasket,0,0,0.05,2,REAL,0.15,Unusual time pattern (late night),0
TXN_100112,2026-09-20 15:30:06,15,U8267,3172.72,Flipkart,0,0,0.05,0,REAL,0.05,No strong risk signals detected,0
TXN_100113,2026-09-20 01:16:31,1,U7240,3514.86,BookMyShow,0,0,0.1,1,REAL,0.15,Unusual time pattern (late night),0
TXN_100114,2026-09-19 22:19:55,22,U4522,493.53,Zomato,0,0,0.05,1,REAL,0.05,No strong risk signals detected,0
TXN_100115,2026-09-20 05:41:09,5,U5176,484.29,Swiggy,0,0,0.05,0,REAL,0.05,No strong risk signals detected,0
TXN_100116,2026-09-20 15:14:04,15,U7105,2065.83,BookMyShow,0,0,0.1,1,REAL,0.05,No strong risk signals detected,0
TXN_100117,2026-09-19 21:13:24,21,U1842,2421.3,Myntra,0,0,0.05,0,REAL,0.05,No strong risk signals detected,0
TXN_100118,2026-09-20 15:38:57,15,U7022,3296.0,PhonePe,0,0,0.05,0,REAL,0.05,No strong risk signals detected,0
TXN_100119,2026-09-19 20:44:50,20,U3955,2840.28,PhonePe,0,0,0.05,0,REAL,0.05,No strong risk signals detected,0
TXN_100120,2026-09-20 06:57:42,6,U1502,1571.95,BookMyShow,0,0,0.1,1,REAL,0.05,No strong risk signals detected,0
TXN_100121,2026-09-20 08:12:15,8,U2391,3316.45,Swiggy,0,0,0.05,0,REAL,0.05,No strong risk signals detected,0
TXN_100122,2026-09-20 03:23:23,3,U7785,2973.81,BookMyShow,0,0,0.1,0,REAL,0.15,Unusual time pattern (late night),0
TXN_100123,2026-09-20 02:19:32,2,U1744,3825.52,Myntra,0,0,0.05,0,REAL,0.15,Unusual time pattern (late night),0
TXN_100124,2026-09-20 09:41:44,9,U1126,4170.1,Paytm,0,0,0.08,0,REAL,0.05,No strong risk signals detected,0
TXN_100125,2026-09-20 07:57:26,7,U1693,3553.3,IRCTC,0,0,0.05,1,REAL,0.05,No strong risk signals detected,0
TXN_100126,2026-09-20 05:43:44,5,U7636,142779.28,Unknown Merchant,1,0,0.9,6,FRAUD,0.95,High transaction amount (outlier detected)|New device / location|Suspicious merchant category (gambling/high-risk)|Frequent transactions in short time,1
TXN_100127,2026-09-20 16:33:57,16,U2734,1123.43,Myntra,0,0,0.05,0,REAL,0.05,No strong risk signals detected,0
TXN_100128,2026-09-20 13:57:19,13,U2868,749.29,Zomato,0,0,0.05,0,REAL,0.05,No strong risk signals detected,0
TXN_100129,2026-09-20 12:50:13,12,U3504,2827.4,BigBasket,0,0,0.05,2,REAL,0.05,No strong risk signals detected,0
TXN_100130,2026-09-20 00:33:08,0,U6295,1528.05,BigBasket,0,0,0.05,2,REAL,0.15,Unusual time pattern (late night),0
TXN_100131,2026-09-20 10:24:48,10,U6766,402.12,PhonePe,0,1,0.05,1,REAL,0.2,New device / location,0
TXN_100132,2026-09-20 16:22:13,16,U9307,4052.88,Myntra,0,0,0.05,0,REAL,0.05,No strong risk signals detected,0
TXN_100133,2026-09-19 22:49:31,22,U8792,6686.58,Amazon Pay,0,0,0.05,1,REAL,0.05,No strong risk signals detected,0
TXN_100134,2026-09-19 22:50:49,22,U5059,1428.81,IRCTC,0,0,0.05,1,REAL,0.05,No strong risk signals detected,0
TXN_100135,2026-09-20 05:12:30,5,U1857,3624.19,BigBasket,0,0,0.05,1,REAL,0.05,No strong risk signals detected,0
TXN_100136,2026-09-19 21:03:13,21,U3463,3498.43,Myntra,0,0,0.05,0,REAL,0.05,No strong risk signals detected,0
TXN_100137,2026-09-20 06:53:13,6,U2388,4148.22,Paytm,0,0,0.08,0,REAL,0.05,No strong risk signals detected,0
TXN_100138,2026-09-19 19:17:53,19,U9624,4756.82,BigBasket,0,0,0.05,1,REAL,0.05,No strong risk signals detected,0
TXN_100139,2026-09-20 08:12:20,8,U4145,2708.06,Swiggy,0,0,0.05,0,REAL,0.05,No strong risk signals detected,0
TXN_100140,2026-09-19 19:05:18,19,U1618,3470.37,Myntra,0,0,0.05,0,REAL,0.05,No strong risk signals detected,0
TXN_100141,2026-09-19 23:09:54,23,U3712,3060.77,Amazon Pay,0,0,0.05,0,REAL,0.15,Unusual time pattern (late night),0
TXN_100142,2026-09-19 19:11:23,19,U4833,4736.71,PhonePe,0,0,0.05,0,REAL,0.05,No strong risk signals detected,0
TXN_100143,2026-09-20 04:32:02,4,U5616,709.22,BookMyShow,0,0,0.1,0,REAL,0.15,Unusual time pattern (late night),0
TXN_100144,2026-09-20 10:58:10,10,U8873,3820.32,BookMyShow,0,0,0.1,0,REAL,0.05,No strong risk signals detected,0
TXN_100145,2026-09-20 10:32:54,10,U9410,4653.75,Paytm,0,0,0.08,2,REAL,0.05,No strong risk signals detected,0
TXN_100146,2026-09-20 05:58:26,5,U9224,513.43,Paytm,0,0,0.08,0,REAL,0.05,No strong risk signals detected,0
TXN_100147,2026-09-19 20:20:30,20,U3392,2356.17,PhonePe,0,0,0.05,0,REAL,0.05,No strong risk signals detected,0
TXN_100148,2026-09-20 00:00:54,0,U2298,34046.46,Dream11,0,0,0.7,8,REVIEW,0.67,Unusual time pattern (late night)|Suspicious merchant category (gambling/high-risk)|Frequent transactions in short time,0
TXN_100149,2026-09-20 09:46:32,9,U2996,13596.17,Crypto Exchange,0,0,0.8,0,REAL,0.3,Suspicious merchant category (gambling/high-risk),0
TXN_100150,2026-09-19 23:27:50,23,U9443,2094.51,Swiggy,0,1,0.05,1,REAL,0.3,Unusual time pattern (late night)|New device / location,0
TXN_100151,2026-09-19 21:19:46,21,U9576,2361.27,Flipkart,0,0,0.05,0,REAL,0.05,No strong risk signals detected,0
TXN_100152,2026-09-19 22:37:28,22,U5155,3681.23,Google Pay,0,0,0.05,0,REAL,0.05,No strong risk signals detected,0
TXN_100153,2026-09-20 08:53:49,8,U6772,14570.62,BigBasket,0,0,0.05,2,REAL,0.05,No strong risk signals detected,0
TXN_100154,2026-09-20 13:10:43,13,U2033,1591.67,IRCTC,1,0,0.05,0,REAL,0.25,New device / location,0
TXN_100155,2026-09-20 09:29:26,9,U9897,258.06,Amazon Pay,0,0,0.05,1,REAL,0.05,No strong risk signals detected,0
TXN_100156,2026-09-19 22:40:34,22,U3039,950.35,Paytm,0,0,0.08,1,REAL,0.05,No strong risk signals detected,0
TXN_100157,2026-09-19 20:30:28,20,U9507,1619.63,Flipkart,0,0,0.05,0,REAL,0.05,No strong risk signals detected,0
TXN_100158,2026-09-20 16:41:09,16,U5843,230.93,Myntra,0,0,0.05,2,REAL,0.05,No strong risk signals detected,0
TXN_100159,2026-09-20 07:22:24,7,U5498,3754.49,Amazon Pay,0,0,0.05,1,REAL,0.05,No strong risk signals detected,0
TXN_100160,2026-09-20 14:00:42,14,U8179,8595.22,RummyCircle,1,0,0.85,2,REVIEW,0.5,New device / location|Suspicious merchant category (gambling/high-risk),0
TXN_100161,2026-09-19 23:52:08,23,U8371,2002.21,Google Pay,0,0,0.05,0,REAL,0.15,Unusual time pattern (late night),0
TXN_100162,2026-09-19 22:44:36,22,U2858,11669.47,Dream11,1,1,0.7,7,FRAUD,0.8,New device / location|Suspicious merchant category (gambling/high-risk)|Frequent transactions in short time,1
TXN_100163,2026-09-19 20:33:38,20,U5678,4495.42,IRCTC,0,0,0.05,0,REAL,0.05,No strong risk signals detected,0
TXN_100164,2026-09-20 04:56:00,4,U6236,3564.81,Flipkart,0,0,0.05,0,REAL,0.15,Unusual time pattern (late night),0
TXN_100165,2026-09-19 20:21:40,20,U6922,150.89,Flipkart,0,0,0.05,0,REAL,0.05,No strong risk signals detected,0
TXN_100166,2026-09-20 01:25:28,1,U8657,4997.98,BookMyShow,0,0,0.1,0,REAL,0.15,Unusual time pattern (late night),0
TXN_100167,2026-09-19 19:31:18,19,U7730,3406.94,Myntra,0,0,0.05,0,REAL,0.05,No strong risk signals detected,0
TXN_100168,2026-09-20 07:52:55,7,U3981,2600.15,Swiggy,0,0,0.05,0,REAL,0.05,No strong risk signals detected,0
TXN_100169,2026-09-20 09:51:41,9,U6286,1268.01,Zomato,0,0,0.05,0,REAL,0.05,No strong risk signals detected,0
TXN_100170,2026-09-19 22:26:34,22,U3050,2911.62,Myntra,0,0,0.05,0,REAL,0.05,No strong risk signals detected,0
TXN_100171,2026-09-20 13:19:12,13,U6531,3214.44,Myntra,0,0,0.05,0,REAL,0.05,No strong risk signals detected,0
TXN_100172,2026-09-20 00:45:10,0,U4453,1524.43,Paytm,0,1,0.08,0,REAL,0.3,Unusual time pattern (late night)|New device / location,0
TXN_100173,2026-09-20 11:10:00,11,U7653,1036.03,Flipkart,0,0,0.05,1,REAL,0.05,No strong risk signals detected,0
TXN_100174,2026-09-19 23:52:31,23,U6231,548.8,Google Pay,0,0,0.05,1,REAL,0.15,Unusual time pattern (late night),0
TXN_100175,2026-09-20 11:32:44,11,U5382,2102.31,Swiggy,0,0,0.05,1,REAL,0.05,No strong risk signals detected,0
TXN_100176,2026-09-20 13:09:31,13,U6123,2496.9,Swiggy,0,0,0.05,2,REAL,0.05,No strong risk signals detected,0
TXN_100177,2026-09-20 16:36:19,16,U8491,4414.05,Zomato,0,0,0.05,0,REAL,0.05,No strong risk signals detected,0
TXN_100178,2026-09-19 22:18:21,22,U5681,1842.37,Flipkart,0,0,0.05,1,REAL,0.05,No strong risk signals detected,0
TXN_100179,2026-09-20 06:58:15,6,U4189,3123.74,PhonePe,0,0,0.05,0,REAL,0.05,No strong risk signals detected,0
TXN_100180,2026-09-19 23:54:43,23,U2584,2555.43,Google Pay,0,0,0.05,0,REAL,0.15,Unusual time pattern (late night),0
TXN_100181,2026-09-20 02:59:49,2,U1637,2587.22,Google Pay,0,0,0.05,0,REAL,0.15,Unusual time pattern (late night),0
TXN_100182,2026-09-20 08:02:12,8,U6218,2558.38,Myntra,0,0,0.05,1,REAL,0.05,No strong risk signals detected,0
TXN_100183,2026-09-20 03:16:15,3,U5911,3987.84,Amazon Pay,0,0,0.05,1,REAL,0.15,Unusual time pattern (late night),0
TXN_100184,2026-09-19 19:06:07,19,U1436,2925.95,PhonePe,0,0,0.05,0,REAL,0.05,No strong risk signals detected,0
TXN_100185,2026-09-20 13:28:11,13,U7229,2216.37,BigBasket,0,0,0.05,0,REAL,0.05,No strong risk signals detected,0
TXN_100186,2026-09-20 05:52:25,5,U4340,2603.04,Myntra,0,0,0.05,0,REAL,0.05,No strong risk signals detected,0
TXN_100187,2026-09-20 01:41:09,1,U8837,3385.83,Google Pay,0,0,0.05,1,REAL,0.15,Unusual time pattern (late night),0
TXN_100188,2026-09-19 19:18:10,19,U5331,4865.09,Zomato,0,0,0.05,0,REAL,0.05,No strong risk signals detected,0
TXN_100189,2026-09-20 09:12:33,9,U4396,2875.91,IRCTC,0,0,0.05,0,REAL,0.05,No strong risk signals detected,0
TXN_100190,2026-09-20 01:36:54,1,U7464,2223.03,Swiggy,0,0,0.05,0,REAL,0.15,Unusual time pattern (late night),0
TXN_100191,2026-09-20 10:14:21,10,U4505,3086.07,BookMyShow,0,0,0.1,0,REAL,0.05,No strong risk signals detected,0
TXN_100192,2026-09-20 00:46:36,0,U1831,3592.44,BookMyShow,0,0,0.1,0,REAL,0.15,Unusual time pattern (late night),0
TXN_100193,2026-09-20 15:18:02,15,U3252,139055.97,Betting App,0,1,0.9,8,FRAUD,0.9,High transaction amount (outlier detected)|New device / location|Suspicious merchant category (gambling/high-risk)|Frequent transactions in short time,1
TXN_100194,2026-09-20 03:20:39,3,U5706,3621.13,BigBasket,0,0,0.05,0,REAL,0.15,Unusual time pattern (late night),0
TXN_100195,2026-09-20 17:02:53,17,U3868,947.83,Swiggy,0,1,0.05,1,REAL,0.2,New device / location,0
TXN_100196,2026-09-19 19:05:52,19,U5742,4945.72,Amazon Pay,0,0,0.05,1,REAL,0.05,No strong risk signals detected,0
TXN_100197,2026-09-20 01:28:20,1,U3198,2305.39,IRCTC,0,0,0.05,1,REAL,0.15,Unusual time pattern (late night),0
TXN_100198,2026-09-20 10:16:40,10,U1230,3200.85,PhonePe,0,0,0.05,0,REAL,0.05,No strong risk signals detected,0
TXN_100199,2026-09-20 06:09:24,6,U9442,4680.41,Paytm,0,0,0.08,0,REAL,0.05,No strong risk signals detected,0
TXN_100200,2026-09-20 18:45:27,18,U4858,1810.57,PhonePe,0,0,0.05,0,REAL,0.05,No strong risk signals detected,0
TXN_100201,2026-09-20 11:58:09,11,U2936,3200.78,Swiggy,0,0,0.05,0,REAL,0.05,No strong risk signals detected,0
